^SAMPLE = GSM491164
!Sample_title = SF7228 p53 WT pten WT Map250kSty
!Sample_geo_accession = GSM491164
!Sample_status = Public on Apr 22 2010
!Sample_submission_date = Dec 28 2009
!Sample_last_update_date = Apr 22 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = SRCID:SRC107484,PRBID:PRB16796,SRCNAME:7228,RAWFILE:16796_7228_GBMTumors_SPR460_Map250kSty.CEL
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = source: UCSF
!Sample_characteristics_ch1 = sample id: SF7228
!Sample_characteristics_ch1 = genome/variation: p53 exon 4-8 mutation status: wt
!Sample_characteristics_ch1 = genome/variation: pten exon 5-6 mutation status: wt
!Sample_treatment_protocol_ch1 = None
!Sample_growth_protocol_ch1 = None
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen's  AllPrep DNA/RNA extraction kit (Catalog #80204) was used to extract DNA and RNA according to manufacturer's protocol
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix 500K Human Mapping 500K array manual
!Sample_hyb_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_scan_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_description = SRCID:SRC107484,PRBID:PRB16796,SRCNAME:7228,RAWFILE:16796_7228_GBMTumors_SPR460_Map250kSty.CEL
!Sample_data_processing = The genotyping copy number data were generated with Affymetrix's CNAT algorithm, version 4.  Nsp and Sty copy number data were also estimated using the dChip algorithm (2006 version, build Dec 22, 2005), normalized against normal hapmap samples (downloaded from affymetrix). Segmentation of copy number data was performed with GLAD, version: 1.16.0.
!Sample_platform_id = GPL3720
!Sample_contact_name = Anthony,Steve,Guerrero
!Sample_contact_department = Bioinformatics
!Sample_contact_institute = Genentech
!Sample_contact_address = 1 DNA Way
!Sample_contact_city = South San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94080
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM491nnn/GSM491164/suppl/GSM491164.CEL.gz
!Sample_series_id = GSE19612
!Sample_data_row_count = 238378
#ID_REF = Probe
#CNAT4 = Affy CNAT4 normalized copy number
#CNAT4_GLAD = Affy CNAT4 normalized copy number following GLAD segmentation
#dCHIP = dChip normalized copy number
#VALUE = dChip normalized copy number following GLAD segmentation
!sample_table_begin
ID_REF	CNAT4	CNAT4_GLAD	dCHIP	VALUE
SNP_A-1780358	1.90928697586060	2.00800991058350	2.19788527488708	2.02098965644836
SNP_A-1780551	2.44913625717163	1.99755609035492	2.75188589096069	2.00905346870422
SNP_A-1780357	2.43774461746216	1.93436491489410	2.03911519050598	1.91877913475037
SNP_A-1780550	1.84764420986176	2.00172305107117	1.99875903129578	2.00724172592163
SNP_A-1780352	1.74797797203064	2.01884531974792	1.19543409347534	2.03870701789856
SNP_A-1780351	2.44751715660095	2.00856399536133	2.66975784301758	2.02413249015808
SNP_A-1780350	2.96547865867615	2.07930016517639	3.1462721824646	2.13445734977722
SNP_A-1780748	2.15062212944031	1.9321391582489	1.80571150779724	1.90872609615326
SNP_A-1780747	1.62821137905121	1.99749791622162	1.91059815883636	2.02676796913147
SNP_A-1780746	1.01196610927582	1.99749791622162	0.776328265666962	2.02676796913147
SNP_A-1780745	2.81743431091309	2.06902480125427	2.86115622520447	2.12612080574036
SNP_A-1780743	1.60884904861450	2.01987481117249	2.9183189868927	2.03749179840088
SNP_A-1780549	1.57749450206757	2.00800991058350	1.37510502338409	2.02098965644836
SNP_A-1780547	1.50172221660614	2.00875830650330	1.26458680629730	2.01919245719910
SNP_A-1780541	2.10182714462280	1.93436491489410	2.15352392196655	1.91877913475037
SNP_A-1780346	1.97537422180176	2.00875830650330	1.97900891304016	2.01919245719910
SNP_A-1780345	1.68279802799225	1.9321391582489	1.77891933917999	1.90872609615326
SNP_A-1780342	2.12832140922546	1.95984292030334	2.07409214973450	1.95061635971069
SNP_A-1780341	1.61274456977844	1.99078786373138	1.3969806432724	2.01123809814453
SNP_A-1780340	1.71688687801361	2.00172305107117	1.30716955661774	2.00724172592163
!sample_table_end
