^SAMPLE = GSM491159
!Sample_title = SF7192 p53 MT pten WT Map250kSty
!Sample_geo_accession = GSM491159
!Sample_status = Public on Apr 22 2010
!Sample_submission_date = Dec 28 2009
!Sample_last_update_date = Apr 22 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = SRCID:SRC107478,PRBID:PRB16784,SRCNAME:7192,RAWFILE:16784_7192_GBMTumors_SPR460_Map250kSty.CEL
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = source: UCSF
!Sample_characteristics_ch1 = sample id: SF7192
!Sample_characteristics_ch1 = genome/variation: p53 exon 4-8 mutation status: HETSUB.220Y>H
!Sample_characteristics_ch1 = genome/variation: pten exon 5-6 mutation status: WT
!Sample_treatment_protocol_ch1 = None
!Sample_growth_protocol_ch1 = None
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen's  AllPrep DNA/RNA extraction kit (Catalog #80204) was used to extract DNA and RNA according to manufacturer's protocol
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix 500K Human Mapping 500K array manual
!Sample_hyb_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_scan_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_description = SRCID:SRC107478,PRBID:PRB16784,SRCNAME:7192,RAWFILE:16784_7192_GBMTumors_SPR460_Map250kSty.CEL
!Sample_data_processing = The genotyping copy number data were generated with Affymetrix's CNAT algorithm, version 4.  Nsp and Sty copy number data were also estimated using the dChip algorithm (2006 version, build Dec 22, 2005), normalized against normal hapmap samples (downloaded from affymetrix). Segmentation of copy number data was performed with GLAD, version: 1.16.0.
!Sample_platform_id = GPL3720
!Sample_contact_name = Anthony,Steve,Guerrero
!Sample_contact_department = Bioinformatics
!Sample_contact_institute = Genentech
!Sample_contact_address = 1 DNA Way
!Sample_contact_city = South San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94080
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM491nnn/GSM491159/suppl/GSM491159.CEL.gz
!Sample_series_id = GSE19612
!Sample_data_row_count = 238378
#ID_REF = Probe
#CNAT4 = Affy CNAT4 normalized copy number
#CNAT4_GLAD = Affy CNAT4 normalized copy number following GLAD segmentation
#dCHIP = dChip normalized copy number
#VALUE = dChip normalized copy number following GLAD segmentation
!sample_table_begin
ID_REF	CNAT4	CNAT4_GLAD	dCHIP	VALUE
SNP_A-1780358	2.21550107002258	2.03688144683838	2.44914507865906	2.06125402450562
SNP_A-1780551	2.09018850326538	2.04982328414917	2.51967811584473	2.07868075370789
SNP_A-1780357	2.52715659141541	1.89909100532532	2.08879375457764	1.87015891075134
SNP_A-1780550	2.01066541671753	2.03175210952759	1.96125483512878	2.04239082336426
SNP_A-1780352	2.19466853141785	2.03580570220947	2.19599819183350	2.05062556266785
SNP_A-1780351	1.94253015518188	1.80971312522888	2.07475733757019	1.76572644710541
SNP_A-1780350	2.56936526298523	2.05204725265503	2.54563212394714	2.08601045608521
SNP_A-1780748	1.60436010360718	1.79898357391357	1.61626923084259	1.72683894634247
SNP_A-1780747	2.21007132530212	1.93217802047729	2.72474598884583	1.94572317600250
SNP_A-1780746	1.28891491889954	1.93217802047729	1.27747929096222	1.94572317600250
SNP_A-1780745	2.05649995803833	2.04606652259827	2.26860046386719	2.07984018325806
SNP_A-1780743	1.84697329998016	2.03950786590576	2.56434440612793	2.06274080276489
SNP_A-1780549	1.49609112739563	2.03688144683838	1.34438562393188	2.06125402450562
SNP_A-1780547	1.38854897022247	1.99268412590027	1.11498892307281	1.99475061893463
SNP_A-1780541	2.11258149147034	1.89909100532532	1.75139379501343	1.87015891075134
SNP_A-1780346	2.12577366828918	2.03845119476318	2.14443945884705	2.06576442718506
SNP_A-1780345	1.98196709156036	1.79898357391357	2.04815649986267	1.72683894634247
SNP_A-1780342	1.96210193634033	1.92745482921600	1.84687447547913	1.91255283355713
SNP_A-1780341	1.59259557723999	2.03998136520386	1.68744051456451	2.06444406509399
SNP_A-1780340	1.70699870586395	2.03175210952759	1.39253866672516	2.04719400405884
!sample_table_end
