^SAMPLE = GSM489361
!Sample_title = SF7029 p53 MT pten WT Map250kNsp
!Sample_geo_accession = GSM489361
!Sample_status = Public on Apr 22 2010
!Sample_submission_date = Dec 23 2009
!Sample_last_update_date = Apr 22 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = SRCID:SRC107460,PRBID:PRB16747,SRCNAME:7029,RAWFILE:16747_7029_GBMTumors_SPR460_Map250kNsp.CEL
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = sample id: SF7029
!Sample_characteristics_ch1 = source: UCSF
!Sample_characteristics_ch1 = genome/variation: p53 exon 4-8 mutation status: HETSUB.216V>A
!Sample_characteristics_ch1 = genome/variation: pten exon 5-6 mutation status: WT
!Sample_treatment_protocol_ch1 = None
!Sample_growth_protocol_ch1 = None
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen's  AllPrep DNA/RNA extraction kit (Catalog #80204) was used to extract DNA and RNA according to manufacturer's protocol
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix 500K Human Mapping 500K array manual
!Sample_hyb_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_scan_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_description = SRCID:SRC107460,PRBID:PRB16747,SRCNAME:7029,RAWFILE:16747_7029_GBMTumors_SPR460_Map250kNsp.CEL
!Sample_data_processing = The genotyping copy number data were generated with Affymetrix's CNAT algorithm, version 4.  Nsp and Sty copy number data were also estimated using the dChip algorithm (2006 version, build Dec 22, 2005), normalized against normal hapmap samples (downloaded from affymetrix). Segmentation of copy number data was performed with GLAD, version: 1.16.0.
!Sample_platform_id = GPL3718
!Sample_contact_name = Anthony,Steve,Guerrero
!Sample_contact_department = Bioinformatics
!Sample_contact_institute = Genentech
!Sample_contact_address = 1 DNA Way
!Sample_contact_city = South San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94080
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM489nnn/GSM489361/suppl/GSM489361.CEL.gz
!Sample_series_id = GSE19612
!Sample_data_row_count = 262338
#ID_REF = Probe
#CNAT4 = Affy CNAT4 normalized copy number
#CNAT4_GLAD = Affy CNAT4 normalized copy number following GLAD segmentation
#dCHIP = dChip normalized copy number
#VALUE = dChip normalized copy number following GLAD segmentation
!sample_table_begin
ID_REF	CNAT4	CNAT4_GLAD	dCHIP	VALUE
SNP_A-1780619	1.78373706340790	1.98481702804565	1.58953750133514	1.99546289443970
SNP_A-1780618	2.29020690917969	2.00811576843262	2.96567630767822	2.00243639945984
SNP_A-1780617	2.68595838546753	1.9969220161438	3.00307083129883	1.99489283561707
SNP_A-1780778	1.51944136619568	1.99380731582642	1.21891462802887	1.99864935874939
SNP_A-1780616	1.36862766742706	1.98544716835022	1.14095366001129	1.98752510547638
SNP_A-1780613	1.80182135105133	1.98544716835022	1.79584515094757	1.98752510547638
SNP_A-1780419	1.93523263931274	1.98481702804565	2.0419499874115	1.99546289443970
SNP_A-1780612	2.19015645980835	1.98481702804565	2.32938671112061	1.99546289443970
SNP_A-1780418	2.38824701309204	1.99380731582642	2.19198918342590	1.99864935874939
SNP_A-1780611	2.64563870429993	2.00811576843262	2.62773442268372	2.00243639945984
SNP_A-1780610	1.93525946140289	1.99818062782288	1.60211265087128	1.99742746353149
SNP_A-1780415	3.23372960090637	1.99380731582642	4.62686014175415	1.99864935874939
SNP_A-1780576	2.09702777862549	1.98481702804565	2.20759057998657	1.99546289443970
SNP_A-1780413	2.04878139495850	2.00133132934570	1.75648140907288	2.01411342620850
SNP_A-1780412	2.40689468383789	1.99380731582642	1.92868793010712	1.99864935874939
SNP_A-1780574	2.90078830718994	2.00270915031433	2.35893797874451	2.00886821746826
SNP_A-1780379	1.63782250881195	2.00615906715393	1.64217269420624	2.00950789451599
SNP_A-1780572	2.08986687660217	1.99768543243408	2.17225837707520	2.00048708915710
SNP_A-1780378	2.09654092788696	1.99768543243408	1.60788726806641	2.00048708915710
SNP_A-1780377	1.62917208671570	2.00133132934570	1.42246174812317	2.01411342620850
!sample_table_end
