^SAMPLE = GSM491135
!Sample_title = SF7095 p53 MT pten WT Map250kNsp
!Sample_geo_accession = GSM491135
!Sample_status = Public on Apr 22 2010
!Sample_submission_date = Dec 28 2009
!Sample_last_update_date = Apr 22 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = SRCID:SRC107471,PRBID:PRB16769,SRCNAME:7095,RAWFILE:16769_7095_GBMTumors_SPR460_Map250kNsp.CEL
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = source: UCSF
!Sample_characteristics_ch1 = sample id: SF7095
!Sample_characteristics_ch1 = genome/variation: p53 exon 4-8 mutation status: HOMSUB.282R>W
!Sample_characteristics_ch1 = genome/variation: pten exon 5-6 mutation status: wt
!Sample_treatment_protocol_ch1 = None
!Sample_growth_protocol_ch1 = None
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen's  AllPrep DNA/RNA extraction kit (Catalog #80204) was used to extract DNA and RNA according to manufacturer's protocol
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix 500K Human Mapping 500K array manual
!Sample_hyb_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_scan_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_description = SRCID:SRC107471,PRBID:PRB16769,SRCNAME:7095,RAWFILE:16769_7095_GBMTumors_SPR460_Map250kNsp.CEL
!Sample_data_processing = The genotyping copy number data were generated with Affymetrix's CNAT algorithm, version 4.  Nsp and Sty copy number data were also estimated using the dChip algorithm (2006 version, build Dec 22, 2005), normalized against normal hapmap samples (downloaded from affymetrix). Segmentation of copy number data was performed with GLAD, version: 1.16.0.
!Sample_platform_id = GPL3718
!Sample_contact_name = Anthony,Steve,Guerrero
!Sample_contact_department = Bioinformatics
!Sample_contact_institute = Genentech
!Sample_contact_address = 1 DNA Way
!Sample_contact_city = South San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94080
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM491nnn/GSM491135/suppl/GSM491135.CEL.gz
!Sample_series_id = GSE19612
!Sample_data_row_count = 262338
#ID_REF = Probe
#CNAT4 = Affy CNAT4 normalized copy number
#CNAT4_GLAD = Affy CNAT4 normalized copy number following GLAD segmentation
#dCHIP = dChip normalized copy number
#VALUE = dChip normalized copy number following GLAD segmentation
!sample_table_begin
ID_REF	CNAT4	CNAT4_GLAD	dCHIP	VALUE
SNP_A-1780619	2.03702545166016	2.09657502174377	1.79052257537842	2.11182641983032
SNP_A-1780618	2.25687742233276	2.41715669631958	3.3228805065155	2.63739538192749
SNP_A-1780617	1.69992959499359	1.94143712520599	1.87155270576477	1.93338835239410
SNP_A-1780778	1.71336197853088	1.99798119068146	1.60871732234955	2.01788258552551
SNP_A-1780616	1.64384698867798	2.00654006004333	1.64494717121124	2.01980996131897
SNP_A-1780613	1.76569843292236	2.00654006004333	1.95010685920715	2.01980996131897
SNP_A-1780419	1.95922493934631	2.07695364952087	2.15485262870789	2.1303288936615
SNP_A-1780612	1.53386652469635	2.07695364952087	1.65453994274139	2.1303288936615
SNP_A-1780418	1.93309831619263	1.99798119068146	1.93555343151093	2.00578045845032
SNP_A-1780611	2.58853530883789	2.41715669631958	2.92151880264282	2.63739538192749
SNP_A-1780610	1.58269691467285	1.54223108291626	1.37496888637543	1.34437596797943
SNP_A-1780415	2.58354687690735	1.99798119068146	3.46717572212219	2.00578045845032
SNP_A-1780576	1.96650934219360	2.07695364952087	2.34331893920898	2.1303288936615
SNP_A-1780413	1.89556109905243	1.90821802616119	1.86570084095001	1.87140440940857
SNP_A-1780412	1.64555931091309	1.99798119068146	1.29243063926697	2.01788258552551
SNP_A-1780574	2.84179019927979	2.08802556991577	2.85420751571655	2.14966607093811
SNP_A-1780379	1.02565467357635	1.91216158866882	1.00595343112946	1.89282095432281
SNP_A-1780572	2.04910802841187	2.01112103462219	1.79240202903748	2.02939796447754
SNP_A-1780378	1.92262709140778	2.01112103462219	2.39018249511719	2.02939796447754
SNP_A-1780377	1.36844456195831	1.90821802616119	1.14399075508118	1.87140440940857
!sample_table_end
