^SAMPLE = GSM491151
!Sample_title = SF7082 p53 WT pten MT Map250kSty
!Sample_geo_accession = GSM491151
!Sample_status = Public on Apr 22 2010
!Sample_submission_date = Dec 28 2009
!Sample_last_update_date = Apr 22 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = SRCID:SRC107468,PRBID:PRB16764,SRCNAME:7082,RAWFILE:16764_7082_GBMTumors_SPR460_Map250kSty.CEL
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = source: UCSF
!Sample_characteristics_ch1 = sample id: SF7082
!Sample_characteristics_ch1 = genome/variation: p53 exon 4-8 mutation status: wt
!Sample_characteristics_ch1 = genome/variation: pten exon 5-6 mutation status: HETSUB.67I>K
!Sample_treatment_protocol_ch1 = None
!Sample_growth_protocol_ch1 = None
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen's  AllPrep DNA/RNA extraction kit (Catalog #80204) was used to extract DNA and RNA according to manufacturer's protocol
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix 500K Human Mapping 500K array manual
!Sample_hyb_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_scan_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_description = SRCID:SRC107468,PRBID:PRB16764,SRCNAME:7082,RAWFILE:16764_7082_GBMTumors_SPR460_Map250kSty.CEL
!Sample_data_processing = The genotyping copy number data were generated with Affymetrix's CNAT algorithm, version 4.  Nsp and Sty copy number data were also estimated using the dChip algorithm (2006 version, build Dec 22, 2005), normalized against normal hapmap samples (downloaded from affymetrix). Segmentation of copy number data was performed with GLAD, version: 1.16.0.
!Sample_platform_id = GPL3720
!Sample_contact_name = Anthony,Steve,Guerrero
!Sample_contact_department = Bioinformatics
!Sample_contact_institute = Genentech
!Sample_contact_address = 1 DNA Way
!Sample_contact_city = South San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94080
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM491nnn/GSM491151/suppl/GSM491151.CEL.gz
!Sample_series_id = GSE19612
!Sample_data_row_count = 238378
#ID_REF = Probe
#CNAT4 = Affy CNAT4 normalized copy number
#CNAT4_GLAD = Affy CNAT4 normalized copy number following GLAD segmentation
#dCHIP = dChip normalized copy number
#VALUE = dChip normalized copy number following GLAD segmentation
!sample_table_begin
ID_REF	CNAT4	CNAT4_GLAD	dCHIP	VALUE
SNP_A-1780358	2.00641345977783	2.00641345977783	2.05745506286621	1.99130403995514
SNP_A-1780551	2.08919334411621	2.01095795631409	2.14090871810913	2.01226472854614
SNP_A-1780357	2.35114741325378	1.98539352416992	2.58556175231934	1.99768567085266
SNP_A-1780550	1.88447284698486	1.99608755111694	1.93721771240234	1.99676525592804
SNP_A-1780352	1.76726090908051	2.00122523307800	1.37067449092865	1.99964928627014
SNP_A-1780351	2.17828989028931	2.00439572334290	2.12287068367004	2.04217720031738
SNP_A-1780350	2.71644520759583	2.25283408164978	2.8969931602478	2.35753059387207
SNP_A-1780748	1.62916982173920	1.72345066070557	1.59203982353210	1.62767267227173
SNP_A-1780747	1.54486739635468	2.22796630859375	2.05533695220947	2.37153434753418
SNP_A-1780746	1.69570708274841	2.22796630859375	1.79743015766144	2.37153434753418
SNP_A-1780745	2.19060754776001	1.99086725711823	2.52215528488159	2.03569388389587
SNP_A-1780743	1.6975439786911	2.00396728515625	2.03998804092407	2.01662755012512
SNP_A-1780549	1.69701230525970	2.00641345977783	1.69369113445282	1.99130403995514
SNP_A-1780547	1.69980001449585	2.00276947021484	1.65836346149445	2.00677108764648
SNP_A-1780541	2.14708614349365	1.98539352416992	2.00263595581055	1.99768567085266
SNP_A-1780346	2.00058794021606	1.99894118309021	2.17462420463562	2.01378941535950
SNP_A-1780345	1.98396563529968	1.72345066070557	2.07436847686768	1.59559631347656
SNP_A-1780342	2.05705308914185	2.00207638740540	2.28157520294189	2.0282723903656
SNP_A-1780341	2.21544575691223	2.21662855148315	2.44220781326294	2.33870506286621
SNP_A-1780340	1.86132371425629	1.99608755111694	2.17544937133789	1.99676525592804
!sample_table_end
