^SAMPLE = GSM847448
!Sample_title = LFS-extra-renal rhabdoid tumor 1
!Sample_geo_accession = GSM847448
!Sample_status = Public on Jan 19 2012
!Sample_submission_date = Dec 09 2011
!Sample_last_update_date = Jan 19 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = LFS-extra-renal rhabdoid tumor 1
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tumor type: extra-renal rhabdoid tumor
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from tissues on dry ice by standard Proteinase K-SDS protocol, followed by phenol-chloroform extraction and ethanol precipitation.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The arrays were then washed using Affymetrix fluidics stations, and scanned using the Gene Chip Scanner 3000.
!Sample_data_processing = Genotyping (CN5) and copy number analysis (Birdseed_v2) with the Affymetrix Genotyping Console. Standard export of copy number results (.CN5.CNCHP file)
!Sample_platform_id = GPL6801
!Sample_contact_name = Diana,M,Merino
!Sample_contact_email = diana.merino@utoronto.ca
!Sample_contact_laboratory = Malkin
!Sample_contact_department = Genetics and Genome Biology
!Sample_contact_institute = The Hospital for Sick Children
!Sample_contact_address = 686 Bay St.
!Sample_contact_city = Toronto
!Sample_contact_state = Ontario
!Sample_contact_zip/postal_code = M5V0A4
!Sample_contact_country = Canada
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM847nnn/GSM847448/suppl/GSM847448.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM847nnn/GSM847448/suppl/GSM847448.CNCHP.gz
!Sample_series_id = GSE34323
!Sample_data_row_count = 1813281
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	2.000000	0.472609	1.813856	nan	nan
CN_473964	2.000000	-0.028756	1.813737	nan	nan
CN_473965	2.000000	-0.042575	1.813712	nan	nan
CN_473981	2.000000	0.088747	1.811923	nan	nan
CN_473982	2.000000	-0.016252	1.811895	nan	nan
CN_497981	2.000000	-0.035463	1.796138	nan	nan
CN_502615	2.000000	-0.599010	1.776035	nan	nan
CN_502613	2.000000	0.181354	1.775943	nan	nan
CN_502614	2.000000	-0.550031	1.775461	nan	nan
CN_502616	2.000000	-0.633270	1.775436	nan	nan
CN_502843	2.000000	0.229610	1.757946	nan	nan
CN_466171	2.000000	-0.054372	2.926839	nan	nan
CN_468414	2.000000	0.549196	2.926965	nan	nan
CN_468412	2.000000	-0.254479	2.926993	nan	nan
CN_468413	2.000000	0.178094	2.926998	nan	nan
CN_470565	2.000000	0.925751	2.927150	nan	nan
CN_468424	2.000000	0.287627	2.929214	nan	nan
CN_468425	2.000000	0.507429	2.929234	nan	nan
CN_460512	2.000000	0.033957	2.592424	nan	nan
CN_460513	2.000000	0.382132	2.592425	nan	nan
!sample_table_end
