^SAMPLE = GSM1906939
!Sample_title = Multiple myeloma patient 01
!Sample_geo_accession = GSM1906939
!Sample_status = Public on Dec 01 2016
!Sample_submission_date = Oct 13 2015
!Sample_last_update_date = Dec 01 2016
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Bone marrow sample of patient at diagnosis
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = disease state: multiple myeloma
!Sample_characteristics_ch1 = tissue: bone marrow
!Sample_characteristics_ch1 = translocations: t(11;14)/IGH-CCND1
!Sample_characteristics_ch1 = hyperdiploidy: NO
!Sample_characteristics_ch1 = additional aberrations: del(17p13)/TP53
!Sample_biomaterial_provider_ch1 = Lucienne Michaux
!Sample_treatment_protocol_ch1 = None
!Sample_growth_protocol_ch1 = None
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from bone marrow samples at diagnosis using the Maxwell system of Promega. DNA quality and quantity were assessed using a NanoDrop Spectrophotometer.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = DNA was restriction digested, PCR amplified, fragmented and labeled according to the manufacturer's instructions.
!Sample_hyb_protocol = DNA was hybridized to the Affymetrix CytoScan HD array according to the manufacturer's instructions. The arrays were then washed using Affymetrix Fluidics stations.
!Sample_scan_protocol = The arrays were scanned using the GeneChip Scanner 3000.
!Sample_description = MM01
!Sample_data_processing = The intensity data in the original CEL files was analysed using Affymetrix Chromosome Analysis Suite (ChAS). The CYCHP files contain the output information of this analysis. The CYCHP files contain copy number, LOH, mosaicism and genotype call information.
!Sample_platform_id = GPL16131
!Sample_contact_name = Isabel,Juliana Frans,Hofman
!Sample_contact_laboratory = Laboratory for Disease Mechanisms in Cancer
!Sample_contact_department = Oncology
!Sample_contact_institute = KU Leuven
!Sample_contact_address = Herestraat 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1906nnn/GSM1906939/suppl/GSM1906939_MM01.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1906nnn/GSM1906939/suppl/GSM1906939_MM01.cychp.gz
!Sample_series_id = GSE73976
!Sample_data_row_count = 2749693
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	-0.092979	0.029452	2.110275
C-4WYLN	0.036457	0.146721	2.110040
C-3BFNY	-0.032764	-0.082218	2.109496
C-7ONNE	0.218403	0.035160	2.109988
C-6HYCN	0.306895	0.154334	2.110441
C-7SCGC	0.254095	0.271832	2.110545
C-7RZQQ	0.071131	0.039819	2.110433
C-7RZWZ	-0.008862	0.157274	2.110596
C-7SEBI	0.196290	0.143378	2.110644
C-7RZIL	0.328926	0.260379	2.112878
C-4NQTX	0.268180	0.029720	2.114674
C-7SDKW	-0.214355	0.145568	2.114596
S-3WRNV	nan	nan	nan
C-7RXVK	-0.269011	-0.369446	2.115190
C-4LHKS	-0.019281	-0.255737	2.115592
C-7RWHE	-0.849717	-0.473542	2.116331
C-7SBEJ	-0.323955	-0.363231	2.116876
C-7RYJO	-0.537030	-0.065585	2.117244
C-7SEGS	0.190836	0.039864	2.118648
C-4LLXK	-0.072927	-0.153722	2.120365
!sample_table_end
