^SAMPLE = GSM1906964
!Sample_title = Multiple myeloma patient 26
!Sample_geo_accession = GSM1906964
!Sample_status = Public on Dec 01 2016
!Sample_submission_date = Oct 13 2015
!Sample_last_update_date = Dec 01 2016
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Bone marrow sample of patient at diagnosis
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = disease state: multiple myeloma
!Sample_characteristics_ch1 = tissue: bone marrow
!Sample_characteristics_ch1 = translocations: t(14;16)/IGH-CMAF
!Sample_characteristics_ch1 = hyperdiploidy: NO
!Sample_characteristics_ch1 = additional aberrations: gain 1q21; del(13q14)/RB1
!Sample_biomaterial_provider_ch1 = Lucienne Michaux
!Sample_treatment_protocol_ch1 = None
!Sample_growth_protocol_ch1 = None
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from bone marrow samples at diagnosis using the Maxwell system of Promega. DNA quality and quantity were assessed using a NanoDrop Spectrophotometer.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = DNA was restriction digested, PCR amplified, fragmented and labeled according to the manufacturer's instructions.
!Sample_hyb_protocol = DNA was hybridized to the Affymetrix CytoScan HD array according to the manufacturer's instructions. The arrays were then washed using Affymetrix Fluidics stations.
!Sample_scan_protocol = The arrays were scanned using the GeneChip Scanner 3000.
!Sample_description = MM26
!Sample_data_processing = The intensity data in the original CEL files was analysed using Affymetrix Chromosome Analysis Suite (ChAS). The CYCHP files contain the output information of this analysis. The CYCHP files contain copy number, LOH, mosaicism and genotype call information.
!Sample_platform_id = GPL16131
!Sample_contact_name = Isabel,Juliana Frans,Hofman
!Sample_contact_laboratory = Laboratory for Disease Mechanisms in Cancer
!Sample_contact_department = Oncology
!Sample_contact_institute = KU Leuven
!Sample_contact_address = Herestraat 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1906nnn/GSM1906964/suppl/GSM1906964_MM26.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1906nnn/GSM1906964/suppl/GSM1906964_MM26.cychp.gz
!Sample_series_id = GSE73976
!Sample_data_row_count = 2749693
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	0.162587	0.099050	2.043585
C-4WYLN	-0.210976	0.067369	2.043758
C-3BFNY	0.096289	0.043041	2.043566
C-7ONNE	0.173751	0.012196	2.043013
C-6HYCN	0.229813	0.116941	2.043319
C-7SCGC	0.173616	0.087694	2.042944
C-7RZQQ	0.015634	0.052817	2.042606
C-7RZWZ	-0.135811	0.025800	2.041778
C-7SEBI	0.146353	0.014636	2.041758
C-7RZIL	-0.167354	-0.009697	2.040242
C-4NQTX	-0.314111	-0.060569	2.038680
C-7SDKW	0.197519	-0.081964	2.037766
S-3WRNV	nan	nan	nan
C-7RXVK	0.076130	0.186910	2.037622
C-4LHKS	0.295853	0.168486	2.037427
C-7RWHE	0.292833	0.102480	2.037208
C-7SBEJ	-0.120070	0.086871	2.037000
C-7RYJO	-0.253533	-0.096968	2.036980
C-7SEGS	-0.026310	-0.110067	2.037775
C-4LLXK	-0.106318	-0.185515	2.037773
!sample_table_end
