^SAMPLE = GSM1906942
!Sample_title = Multiple myeloma patient 05
!Sample_geo_accession = GSM1906942
!Sample_status = Public on Dec 01 2016
!Sample_submission_date = Oct 13 2015
!Sample_last_update_date = Dec 01 2016
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Bone marrow sample of patient at diagnosis
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = disease state: multiple myeloma
!Sample_characteristics_ch1 = tissue: bone marrow
!Sample_characteristics_ch1 = translocations: t(11;14)/IGH-CCND1
!Sample_characteristics_ch1 = hyperdiploidy: NO
!Sample_characteristics_ch1 = additional aberrations: del(13q14)/RB1; del(17p13)/TP53
!Sample_biomaterial_provider_ch1 = Lucienne Michaux
!Sample_treatment_protocol_ch1 = None
!Sample_growth_protocol_ch1 = None
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from bone marrow samples at diagnosis using the Maxwell system of Promega. DNA quality and quantity were assessed using a NanoDrop Spectrophotometer.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = DNA was restriction digested, PCR amplified, fragmented and labeled according to the manufacturer's instructions.
!Sample_hyb_protocol = DNA was hybridized to the Affymetrix CytoScan HD array according to the manufacturer's instructions. The arrays were then washed using Affymetrix Fluidics stations.
!Sample_scan_protocol = The arrays were scanned using the GeneChip Scanner 3000.
!Sample_description = MM05
!Sample_data_processing = The intensity data in the original CEL files was analysed using Affymetrix Chromosome Analysis Suite (ChAS). The CYCHP files contain the output information of this analysis. The CYCHP files contain copy number, LOH, mosaicism and genotype call information.
!Sample_platform_id = GPL16131
!Sample_contact_name = Isabel,Juliana Frans,Hofman
!Sample_contact_laboratory = Laboratory for Disease Mechanisms in Cancer
!Sample_contact_department = Oncology
!Sample_contact_institute = KU Leuven
!Sample_contact_address = Herestraat 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1906nnn/GSM1906942/suppl/GSM1906942_MM05.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1906nnn/GSM1906942/suppl/GSM1906942_MM05.cychp.gz
!Sample_series_id = GSE73976
!Sample_data_row_count = 2749693
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	0.206253	0.034303	1.933490
C-4WYLN	-0.109194	0.030269	1.932638
C-3BFNY	-0.036663	-0.107784	1.932959
C-7ONNE	-0.214612	-0.111005	1.932605
C-6HYCN	0.163423	0.012524	1.932675
C-7SCGC	-0.059688	0.010812	1.932451
C-7RZQQ	-0.287384	-0.124892	1.932243
C-7RZWZ	-0.042528	-0.124621	1.932124
C-7SEBI	0.112325	0.111922	1.931432
C-7RZIL	-0.059832	0.114345	1.933104
C-4NQTX	-0.041762	-0.016265	1.934327
C-7SDKW	0.187413	-0.011858	1.934359
S-3WRNV	nan	nan	nan
C-7RXVK	-0.172233	-0.187844	1.934200
C-4LHKS	-0.003594	-0.181979	1.934535
C-7RWHE	-0.699479	-0.303837	1.934828
C-7SBEJ	-0.095720	-0.297356	1.935795
C-7RYJO	-0.033093	-0.076687	1.936201
C-7SEGS	-0.160522	-0.070699	1.937074
C-4LLXK	-0.008910	-0.179167	1.937901
!sample_table_end
