^SAMPLE = GSM284826
!Sample_title = Oral108
!Sample_geo_accession = GSM284826
!Sample_status = Public on Jul 01 2009
!Sample_submission_date = Apr 26 2008
!Sample_last_update_date = Feb 20 2009
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Oral_Specimen_108
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Formalin-fixed paraffin-embedded oral specimen.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = All lesions were microdissected, and the dissected tissues were places in sodium dodecyl sulfate/proteinase K at 55Â°C and spiked twice a day for 72 hours with fresh proteinase K. Genomic DNA was extracted with phenol/chloroform and  with ethanol.
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = Random prime probe labeling was performed to label sample and reference genomic DNA (250ng each).  Each reaction was labeled with either 2 nmol of cyanine-3 or cyanine-5 dCTP.
!Sample_source_name_ch2 = Normal female
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Novagen pooled normal female genomic DNA.
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Purchased genomic DNA.
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = Random prime probe labeling was performed to label sample and reference genomic DNA (250ng each). Each reaction was labeled with either 2 nmol of cyanine-3 or cyanine-5 dCTP.
!Sample_hyb_protocol = Probes were combined, denatured and annealed in a solution containing 100 ug human Cot-1 DNA (Invitrogen) and 48 ul DIG Easy hybridization solution (Roche) containing sheared herring sperm DNA (Sigma-Aldrich) and yeast tRNA (Calbiochem). Probe was denautred at 85Â°C for 5 minutes, and repetitive sequences were blocked at 45Â°C for 1 hour prior to hybridization. The probe mixture was applied to the slide surface and hybridized for 36 hrs at 45Â°C. The arrays were washed 5 times in 0.1X SSC, 0.1% SDS at room temperature with agitation. Each array was then rinsed repeatedly in 0.1X SSC and dried by centrifugation.
!Sample_scan_protocol = A charge-coupled device (CCD) scanner system (ARrayworx eAuto, API, Issaquah, WA) was used to determine the signal intensities of the Cyanine 5/Cyanine3 channels. Arrays were scanned at a 9.75um resolution; exposure times for each image wavelength were usually between 0.2 to 2 sec. Images were analyzed by SoftWoRx Tracker analysis software (Applied Precision, Issaquah, WA, USA).
!Sample_description = N/A
!Sample_data_processing = A three-step normalization procedure [Khojasteh et al. BMC Bioinformatics 6:274, 2005] was performed to each raw data.
!Sample_platform_id = GPL2043
!Sample_contact_name = T,,Buys
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics and Developmental Biology
!Sample_contact_institute = British Columbia Cancer Research Centre
!Sample_contact_address = 675 W.10th Avenue
!Sample_contact_city = Vancouver
!Sample_contact_state = BC
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM284nnn/GSM284826/suppl/GSM284826.txt.gz
!Sample_series_id = GSE11275
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean intensity of spot for Cy3 channel
#Spot Mean Intensity (w685) = Mean intensity of spot for Cy5 channel
#Background Median Intensity (w595) = Median signal intensity from area around spot for Cy3 channel
#Background Median Intensity (w685) = Median signal intensity from area around spot for Cy5 channel
#Spot Normalized Intensity (w595) = Locally normalized value for mean intensity of spot for Cy3 channel
#Spot Normalized Intensity (w685) = Locally normalized value for mean intensity of spot for Cy5 channel
#Spot SNR (w595) = Column "Spot Mean Intensity (w595)" divided by column "Background Median Intensity (w595)"
#Spot SNR (w685) = Column "Spot Mean Intensity (w685)" divided by column "Background Median Intensity (w685)"
#Spot Ratio (w595) = Column "Spot Normalized Intensity (w595)" divided by column "Spot Normalized Intensity (w685)"
#Spot Ratio (w685) = Column "Spot Normalized Intensity (w685)" divided by column "Spot Normalized Intensity (w595)"
#Spot Log2 Ratio (w685) = log2 for column labeled "Spot Ratio (685)"
#VALUE = log 2 ratio test/reference (Spot log2 ratio (w685) column following spatial bias normalization)
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w685)	VALUE
1	9037.78	4850.51	1329	2776	7708.78	2074.512	127.909	37.1515	1.036329	0.9649029	-0.05154417	0.024011
2	7319.34	4219.19	1332.5	2774.5	5986.84	1444.693	163.8919	24.19369	1.155712	0.8652296	-0.2088451	-0.116805
3	13741.35	6086.07	1337	2769	12404.35	3317.07	315.1719	48.081	1.04291	0.9588137	-0.06067751	-0.01622
4	13887	6144.44	1358.5	2761.5	12528.5	3382.94	271.496	68.8261	1.032839	0.9681633	-0.04667781	-0.035953
5	9278.65	5033.72	1335	2726.5	7943.65	2307.223	244.4263	57.2401	0.9601928	1.041412	0.05854131	0.099676
6	12081.95	5273.17	1329.5	2723.5	10752.45	2549.668	384.997	74.5754	1.17612	0.8502164	-0.2340979	-0.202935
7	13761.84	5961.04	1316.5	2724	12445.34	3237.04	397.362	87.645	1.072228	0.9325969	-0.1006745	-0.096622
8	9994.41	4856.7	1334	2752	8660.41	2104.704	269.1115	65.5387	1.147559	0.8713767	-0.1986315	-0.149764
9	8475.84	5880.76	1331	2759	7144.84	3121.756	173.617	72.5523	0.6382951	1.566605	0.6476419	0.701889
10	8877.8	5230.27	1308	2754	7569.8	2476.268	183.3382	43.0615	0.8525401	1.172914	0.2300977	0.290057
11	10727.51	5544.74	1283	2673	9444.51	2871.744	206.5416	57.6646	0.9171948	1.090234	0.1246373	0.187504
12	13654.15	6149.79	1316	2672.5	12338.15	3477.29	337.455	67.5601	0.9895472	1.010519	0.01509692	0.106604
13	12103.95	5318.37	1314	2684	10789.95	2634.366	356.99	43.2948	1.142277	0.8754068	-0.1919746	-0.079894
14	12295.66	5735.91	1332	2694.5	10963.66	3041.415	310.3894	54.8282	1.005328	0.9946573	-0.007728683	0.08471
15	11854.8	5217.51	1321	2683	10533.8	2534.512	294.9742	46.4041	1.159094	0.8627052	-0.2130604	-0.108342
16	11685.64	5256.48	1321	2674	10364.64	2582.482	290.3003	53.6518	1.119295	0.8933804	-0.1626534	-0.063305
17	9543.44	4576.52	1324.5	2688.5	8218.94	1888.024	235.7402	39.3272	1.214048	0.8236546	-0.2798886	-0.169642
18	9700.8	4477.57	1317.5	2683.5	8383.3	1794.068	218.7712	33.796	1.303179	0.7673209	-0.382098	-0.277445
19	6848.52	4085.6	1325.5	2707.5	5523.02	1378.102	180.0537	26.14874	1.117694	0.8946605	-0.1605875	-0.05139
20	8294.38	4635.59	1328	2735	6966.38	1900.585	252.1071	42.209	1.022227	0.9782135	-0.03177868	0.051167
!sample_table_end
