^SAMPLE = GSM1277825
!Sample_title = R244(CytoScanHD_Array)
!Sample_geo_accession = GSM1277825
!Sample_status = Public on Jun 04 2015
!Sample_submission_date = Dec 02 2013
!Sample_last_update_date = Jun 04 2015
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Cervical cancer biopsy
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = sample group: Case
!Sample_characteristics_ch1 = age (years): 52
!Sample_characteristics_ch1 = histology: SCC
!Sample_characteristics_ch1 = tumor stage: IIB
!Sample_treatment_protocol_ch1 = None
!Sample_growth_protocol_ch1 = None
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = DNA extraction was performed according to the manufacturer's instructions.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = Biotinylated DNA were prepared according to the standard Affymetrix protocol from 500 ng total DNA (Cytoscan HD Technical Manual, Affymetrix).
!Sample_hyb_protocol = Following fragmentation, ssDNA were hybridized for 18 hr at 50C and 60 rpm on Cytoscan HD Array. GeneChips were washed and stained in the Affymetrix Fluidics Station 450 protocol
!Sample_scan_protocol = Array scanning was performed according to the manufacturer's instruction (Affymetrix) with GeneChip Scanner 3000
!Sample_description = Copy Number data from Cervical cancer biopsy
!Sample_data_processing = Microarrays were normalized with the Chromosome Analysis Suite (ChAS) Software version 2.0 and compared with the Reference data set included in ChAS.
!Sample_platform_id = GPL16131
!Sample_contact_name = INGRID,,MEDINA MARTINEZ
!Sample_contact_email = fiemed@hotmail.com
!Sample_contact_laboratory = MEDICINA GENOMICA
!Sample_contact_department = MEDICINA GENOMICA
!Sample_contact_institute = HOSPITAL GENERAL DE MEXICO OD
!Sample_contact_address = DR. BALMIS 148
!Sample_contact_city = MEXICO CITY
!Sample_contact_state = CUAUHTEMOC
!Sample_contact_zip/postal_code = 06726
!Sample_contact_country = Mexico
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1277nnn/GSM1277825/suppl/GSM1277825_R244_CytoScanHD_Array_.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1277nnn/GSM1277825/suppl/GSM1277825_R244_CytoScanHD_Array_.cyhd.cychp.gz
!Sample_series_id = GSE52902
!Sample_series_id = GSE52904
!Sample_data_row_count = 2749693
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	0.391015	0.338332	2.192549
C-4WYLN	0.145236	0.380924	2.192920
C-3BFNY	0.206249	0.247706	2.193497
C-7ONNE	0.514857	0.290394	2.193163
C-6HYCN	0.294579	0.200727	2.193538
C-7SCGC	0.146738	0.243538	2.192971
C-7RZQQ	0.155163	0.099670	2.192299
C-7RZWZ	0.089985	0.142531	2.192223
C-7SEBI	0.251381	0.069605	2.192056
C-7RZIL	-0.013002	0.112291	2.192582
C-4NQTX	-0.320112	-0.044628	2.193404
C-7SDKW	0.216502	-0.002498	2.192629
S-3WRNV	nan	nan	nan
C-7RXVK	0.275937	0.006710	2.193047
C-4LHKS	0.110749	0.047736	2.193049
C-7RWHE	-0.760450	-0.114302	2.192873
C-7SBEJ	0.238846	-0.075046	2.192788
C-7RYJO	-0.070655	-0.046821	2.193609
C-7SEGS	-0.184115	-0.010099	2.193877
C-4LLXK	-0.127619	-0.164048	2.195110
!sample_table_end
