^SAMPLE = GSM379178
!Sample_title = MDS.U152
!Sample_geo_accession = GSM379178
!Sample_status = Public on Aug 01 2009
!Sample_submission_date = Mar 11 2009
!Sample_last_update_date = Apr 22 2009
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = MDS primary specimens
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = disease: Myelodysplastic syndromes (MDS)
!Sample_characteristics_ch1 = who classification: 5qâ syndrome
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = As per PUREGENE DNA extracting kit
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix standard protocol
!Sample_hyb_protocol = Affymetrix standard protocol
!Sample_scan_protocol = Affymetrix standard protocol
!Sample_description = We have used anonymous normal references (own-lab-generated) for SNP array analysis.
!Sample_description = MDS.U152
!Sample_data_processing = CNAG/AsCNAR 3.0
!Sample_platform_id = GPL2004
!Sample_contact_name = Motohiro,,Kato
!Sample_contact_institute = University of Tokyo
!Sample_contact_address = 7-3-1, Hongo, Bunkyo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 113-8655
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM379nnn/GSM379178/suppl/GSM379178.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM379nnn/GSM379178/suppl/GSM379178.CHP.gz
!Sample_series_id = GSE15187
!Sample_data_row_count = 56859
#ID_REF = 
#VALUE = log2ratio_AB
#log2ratio_A = 
#log2ratio_B = 
#N_AB = 
#N_A = 
#N_B = 
#Call_done = 
#Call_reference = 
!sample_table_begin
ID_REF	VALUE	log2ratio_A	log2ratio_B	N_AB	N_A	N_B	Call_done	Call_reference
SNP_A-1718890	-0.032664	0.000000	0.000000	2	1	1	3	1
SNP_A-1668776	-0.173646	-0.107707	-0.242745	2	1	1	2	2
SNP_A-1723597	-0.091956	0.597568	-1.343481	2	1	1	1	1
SNP_A-1728870	-0.060987	0.000000	0.000000	2	0	0	1	1
SNP_A-1669946	-0.127861	0.548880	-1.163178	2	1	1	1	1
SNP_A-1708099	-0.243865	0.000000	0.000000	2	0	0	2	1
SNP_A-1716798	0.029681	0.401767	-0.644094	2	3	1	3	1
SNP_A-1701872	-0.212066	0.598335	-1.341892	2	1	1	1	1
SNP_A-1697748	0.085993	0.161591	0.006212	2	1	1	2	2
SNP_A-1699138	0.079619	0.613396	-0.483865	2	1	1	3	1
SNP_A-1750020	-0.050781	0.451853	-0.477841	2	1	1	3	1
SNP_A-1646481	-0.106397	0.000000	0.000000	2	1	1	3	1
SNP_A-1701882	0.155872	0.000000	0.000000	2	2	1	2	1
SNP_A-1701982	0.177030	0.000000	0.000000	2	2	1	2	1
SNP_A-1749896	0.032421	0.000000	0.000000	2	1	1	1	1
SNP_A-1750090	-0.002656	0.000000	0.000000	2	0	0	3	1
SNP_A-1714480	-0.089666	0.445851	-0.696878	2	2	1	3	1
SNP_A-1649717	0.122386	0.000000	0.000000	2	2	1	1	1
SNP_A-1703834	-0.068655	-0.039797	-0.098102	2	1	1	0	2
SNP_A-1695724	0.091521	0.348601	-0.648566	2	2	1	3	1
!sample_table_end
