^SAMPLE = GSM379208
!Sample_title = MDS.U171
!Sample_geo_accession = GSM379208
!Sample_status = Public on Aug 01 2009
!Sample_submission_date = Mar 11 2009
!Sample_last_update_date = Apr 22 2009
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = MDS primary specimens
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = disease: Myelodysplastic syndromes (MDS)
!Sample_characteristics_ch1 = who classification: RCMD
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = As per PUREGENE DNA extracting kit
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix standard protocol
!Sample_hyb_protocol = Affymetrix standard protocol
!Sample_scan_protocol = Affymetrix standard protocol
!Sample_description = We have used anonymous normal references (own-lab-generated) for SNP array analysis.
!Sample_description = MDS.U171
!Sample_data_processing = CNAG/AsCNAR 3.0
!Sample_platform_id = GPL2004
!Sample_contact_name = Motohiro,,Kato
!Sample_contact_institute = University of Tokyo
!Sample_contact_address = 7-3-1, Hongo, Bunkyo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 113-8655
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM379nnn/GSM379208/suppl/GSM379208.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM379nnn/GSM379208/suppl/GSM379208.CHP.gz
!Sample_series_id = GSE15187
!Sample_data_row_count = 56859
#ID_REF = 
#VALUE = log2ratio_AB
#log2ratio_A = 
#log2ratio_B = 
#N_AB = 
#N_A = 
#N_B = 
#Call_done = 
#Call_reference = 
!sample_table_begin
ID_REF	VALUE	log2ratio_A	log2ratio_B	N_AB	N_A	N_B	Call_done	Call_reference
SNP_A-1718890	-0.241654	-0.157716	-0.330780	2	1	1	2	2
SNP_A-1668776	-0.319037	0.000000	0.000000	2	3	0	3	1
SNP_A-1723597	0.052970	0.647247	-2.129291	2	3	0	1	1
SNP_A-1728870	0.076053	0.000000	0.000000	2	0	0	1	1
SNP_A-1669946	-0.022810	0.000000	0.000000	2	3	0	3	1
SNP_A-1708099	-0.158122	0.000000	0.000000	2	0	0	1	1
SNP_A-1716798	0.212090	0.000000	0.000000	2	1	1	2	1
SNP_A-1701872	0.022870	0.037440	0.008152	2	1	1	2	2
SNP_A-1697748	-0.180253	0.511575	-1.552871	2	3	0	1	1
SNP_A-1699138	-0.082861	0.528781	-0.951247	2	3	0	3	1
SNP_A-1750020	0.004389	0.438357	-1.425855	2	3	0	3	1
SNP_A-1646481	0.119867	0.000000	0.000000	2	0	0	3	1
SNP_A-1701882	0.084551	0.487076	-2.007520	2	3	0	1	1
SNP_A-1701982	-0.085076	0.357038	-1.451713	2	3	0	1	1
SNP_A-1749896	0.426956	0.000000	0.000000	2	1	1	1	1
SNP_A-1750090	-0.159064	0.000000	0.000000	2	0	0	3	1
SNP_A-1714480	-0.011034	0.010109	-0.032491	2	1	1	2	2
SNP_A-1649717	-0.090779	0.103460	-0.315299	2	1	1	2	2
SNP_A-1703834	-0.026303	0.000000	0.000000	2	1	1	3	1
SNP_A-1695724	0.057984	0.772824	-1.060462	2	3	0	1	1
!sample_table_end
