^SAMPLE = GSM379157
!Sample_title = MDS.U120
!Sample_geo_accession = GSM379157
!Sample_status = Public on Aug 01 2009
!Sample_submission_date = Mar 11 2009
!Sample_last_update_date = Apr 22 2009
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = MDS primary specimens
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = disease: Myelodysplastic syndromes (MDS)
!Sample_characteristics_ch1 = who classification: RCMD
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = As per PUREGENE DNA extracting kit
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix standard protocol
!Sample_hyb_protocol = Affymetrix standard protocol
!Sample_scan_protocol = Affymetrix standard protocol
!Sample_description = We have used anonymous normal references (own-lab-generated) for SNP array analysis.
!Sample_description = MDS.U120
!Sample_data_processing = CNAG/AsCNAR 3.0
!Sample_platform_id = GPL2004
!Sample_contact_name = Motohiro,,Kato
!Sample_contact_institute = University of Tokyo
!Sample_contact_address = 7-3-1, Hongo, Bunkyo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 113-8655
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM379nnn/GSM379157/suppl/GSM379157.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM379nnn/GSM379157/suppl/GSM379157.CHP.gz
!Sample_series_id = GSE15187
!Sample_data_row_count = 56859
#ID_REF = 
#VALUE = log2ratio_AB
#log2ratio_A = 
#log2ratio_B = 
#N_AB = 
#N_A = 
#N_B = 
#Call_done = 
#Call_reference = 
!sample_table_begin
ID_REF	VALUE	log2ratio_A	log2ratio_B	N_AB	N_A	N_B	Call_done	Call_reference
SNP_A-1718890	0.062059	0.124695	-0.003421	2	1	1	2	2
SNP_A-1668776	-0.077008	0.763823	-2.480104	2	1	1	3	1
SNP_A-1723597	-0.230709	-0.102382	-0.371575	2	1	1	2	2
SNP_A-1728870	0.135761	0.000000	0.000000	2	0	0	1	1
SNP_A-1669946	0.208833	0.284687	0.128768	2	1	1	2	2
SNP_A-1708099	-0.019887	0.000000	0.000000	2	0	0	1	1
SNP_A-1716798	-0.160611	-0.098431	-0.225592	2	1	1	2	2
SNP_A-1701872	-0.102036	0.795865	-1.476098	2	1	1	3	1
SNP_A-1697748	0.142206	0.764923	-1.101996	2	1	1	1	1
SNP_A-1699138	0.023222	0.620688	-0.984476	2	1	1	3	1
SNP_A-1750020	0.077886	0.000000	0.000000	2	1	1	3	1
SNP_A-1646481	-0.045693	1.008040	-1.426736	2	1	1	3	1
SNP_A-1701882	0.167631	0.882200	-1.484519	2	1	1	1	1
SNP_A-1701982	-0.070707	0.552628	-1.492347	2	1	1	1	1
SNP_A-1749896	-0.171549	1.007247	-0.782441	2	1	1	1	1
SNP_A-1750090	0.248660	0.000000	0.000000	2	0	0	3	1
SNP_A-1714480	-0.115889	0.319111	-1.692922	2	0	0	3	1
SNP_A-1649717	0.113888	0.720947	-0.790979	2	1	1	1	1
SNP_A-1703834	-0.348206	0.000000	0.000000	2	1	1	3	1
SNP_A-1695724	-0.006260	0.482149	-1.522159	2	1	1	3	1
!sample_table_end
