^SAMPLE = GSM379093
!Sample_title = MDS.U22
!Sample_geo_accession = GSM379093
!Sample_status = Public on Aug 01 2009
!Sample_submission_date = Mar 11 2009
!Sample_last_update_date = Apr 22 2009
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = MDS primary specimens
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = disease: Myelodysplastic syndromes (MDS)
!Sample_characteristics_ch1 = who classification: RCMD
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = As per PUREGENE DNA extracting kit
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix standard protocol
!Sample_hyb_protocol = Affymetrix standard protocol
!Sample_scan_protocol = Affymetrix standard protocol
!Sample_description = We have used anonymous normal references (own-lab-generated) for SNP array analysis.
!Sample_description = MDS.U22
!Sample_data_processing = CNAG/AsCNAR 3.0
!Sample_platform_id = GPL2005
!Sample_contact_name = Motohiro,,Kato
!Sample_contact_institute = University of Tokyo
!Sample_contact_address = 7-3-1, Hongo, Bunkyo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 113-8655
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM379nnn/GSM379093/suppl/GSM379093.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM379nnn/GSM379093/suppl/GSM379093.CHP.gz
!Sample_series_id = GSE15187
!Sample_data_row_count = 58494
#ID_REF = 
#VALUE = log2ratio_AB
#log2ratio_A = 
#log2ratio_B = 
#N_AB = 
#N_A = 
#N_B = 
#Call_done = 
#Call_reference = 
!sample_table_begin
ID_REF	VALUE	log2ratio_A	log2ratio_B	N_AB	N_A	N_B	Call_done	Call_reference
SNP_A-1677174	0.050685	0.683569	-0.638583	2	1	1	1	1
SNP_A-1678466	0.220962	0.416388	-0.497569	2	0	0	3	1
SNP_A-1676440	0.094424	0.000000	0.000000	2	1	1	2	1
SNP_A-1662392	-0.037388	0.041921	-0.121311	2	1	1	2	2
SNP_A-1685736	0.013275	0.044418	-0.018556	2	1	1	2	2
SNP_A-1681384	-0.093338	0.192924	-0.325386	2	0	0	3	1
SNP_A-1642581	-0.003583	0.494051	-0.802323	2	1	1	3	1
SNP_A-1669029	0.071776	0.000000	0.000000	2	1	1	1	1
SNP_A-1718237	0.403694	0.000000	0.000000	2	0	0	1	1
SNP_A-1748467	0.314159	0.000000	0.000000	2	0	0	1	1
SNP_A-1705537	-0.035722	0.712723	-1.375785	2	1	1	1	1
SNP_A-1683756	0.130257	0.563116	-1.437744	2	1	1	3	1
SNP_A-1696782	-0.017613	0.000000	0.000000	2	1	1	3	1
SNP_A-1673422	0.085646	0.765776	-0.633207	2	0	0	3	1
SNP_A-1670878	0.261712	0.000000	0.000000	2	0	0	3	1
SNP_A-1743511	0.257921	0.306696	0.207439	2	1	1	0	2
SNP_A-1736635	0.148523	0.000000	0.000000	2	1	1	3	1
SNP_A-1666738	-0.099123	0.509786	-1.466759	2	1	1	3	1
SNP_A-1721407	0.139637	0.148494	0.130725	2	1	1	2	2
SNP_A-1686722	-0.175229	0.294814	-1.272951	2	0	0	1	1
!sample_table_end
