^SAMPLE = GSM379203
!Sample_title = MDS.U164
!Sample_geo_accession = GSM379203
!Sample_status = Public on Aug 01 2009
!Sample_submission_date = Mar 11 2009
!Sample_last_update_date = Apr 22 2009
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = MDS primary specimens
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = disease: Myelodysplastic syndromes (MDS)
!Sample_characteristics_ch1 = who classification: CMML2
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = As per PUREGENE DNA extracting kit
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix standard protocol
!Sample_hyb_protocol = Affymetrix standard protocol
!Sample_scan_protocol = Affymetrix standard protocol
!Sample_description = We have used anonymous normal references (own-lab-generated) for SNP array analysis.
!Sample_description = MDS.U164
!Sample_data_processing = CNAG/AsCNAR 3.0
!Sample_platform_id = GPL2004
!Sample_contact_name = Motohiro,,Kato
!Sample_contact_institute = University of Tokyo
!Sample_contact_address = 7-3-1, Hongo, Bunkyo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 113-8655
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM379nnn/GSM379203/suppl/GSM379203.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM379nnn/GSM379203/suppl/GSM379203.CHP.gz
!Sample_series_id = GSE15187
!Sample_data_row_count = 56859
#ID_REF = 
#VALUE = log2ratio_AB
#log2ratio_A = 
#log2ratio_B = 
#N_AB = 
#N_A = 
#N_B = 
#Call_done = 
#Call_reference = 
!sample_table_begin
ID_REF	VALUE	log2ratio_A	log2ratio_B	N_AB	N_A	N_B	Call_done	Call_reference
SNP_A-1718890	-0.435872	0.370871	-0.888684	2	1	1	3	1
SNP_A-1668776	0.143596	0.933768	-1.842042	2	0	0	3	1
SNP_A-1723597	-0.008969	0.000000	0.000000	2	1	1	2	1
SNP_A-1728870	0.181375	0.000000	0.000000	2	0	0	1	1
SNP_A-1669946	-0.772488	-0.098151	-2.079572	2	1	1	3	2
SNP_A-1708099	-0.334750	0.000000	0.000000	2	0	0	1	1
SNP_A-1716798	-0.105407	0.367892	-0.571176	2	1	1	3	1
SNP_A-1701872	-0.083341	0.057092	-0.238932	2	1	1	0	2
SNP_A-1697748	-0.229125	0.000000	0.000000	2	1	1	2	1
SNP_A-1699138	-0.316806	-0.107869	-0.561211	2	1	1	2	2
SNP_A-1750020	-0.545149	0.000000	0.000000	2	0	0	3	1
SNP_A-1646481	0.617361	0.000000	0.000000	2	0	0	3	1
SNP_A-1701882	0.109291	0.678626	-1.695983	2	1	1	1	1
SNP_A-1701982	-0.114382	0.535057	-1.363709	2	1	1	1	1
SNP_A-1749896	-0.226026	0.000000	0.000000	2	1	1	1	1
SNP_A-1750090	0.466685	0.000000	0.000000	2	0	0	3	1
SNP_A-1714480	-0.203502	0.406271	-1.330480	2	0	0	3	1
SNP_A-1649717	0.149020	0.197891	0.098436	2	1	1	2	2
SNP_A-1703834	-0.119517	0.455750	-1.051219	2	1	1	3	1
SNP_A-1695724	-0.464443	-0.307468	-0.640607	2	1	1	2	2
!sample_table_end
