^SAMPLE = GSM379215
!Sample_title = MDS.U178
!Sample_geo_accession = GSM379215
!Sample_status = Public on Aug 01 2009
!Sample_submission_date = Mar 11 2009
!Sample_last_update_date = Apr 22 2009
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = MDS primary specimens
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = disease: Myelodysplastic syndromes (MDS)
!Sample_characteristics_ch1 = who classification: RCMD
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = As per PUREGENE DNA extracting kit
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix standard protocol
!Sample_hyb_protocol = Affymetrix standard protocol
!Sample_scan_protocol = Affymetrix standard protocol
!Sample_description = We have used anonymous normal references (own-lab-generated) for SNP array analysis.
!Sample_description = MDS.U178
!Sample_data_processing = CNAG/AsCNAR 3.0
!Sample_platform_id = GPL2004
!Sample_contact_name = Motohiro,,Kato
!Sample_contact_institute = University of Tokyo
!Sample_contact_address = 7-3-1, Hongo, Bunkyo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 113-8655
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM379nnn/GSM379215/suppl/GSM379215.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM379nnn/GSM379215/suppl/GSM379215.CHP.gz
!Sample_series_id = GSE15187
!Sample_data_row_count = 56859
#ID_REF = 
#VALUE = log2ratio_AB
#log2ratio_A = 
#log2ratio_B = 
#N_AB = 
#N_A = 
#N_B = 
#Call_done = 
#Call_reference = 
!sample_table_begin
ID_REF	VALUE	log2ratio_A	log2ratio_B	N_AB	N_A	N_B	Call_done	Call_reference
SNP_A-1718890	0.166252	0.648685	-1.469167	2	1	1	3	1
SNP_A-1668776	-0.107858	0.000000	0.000000	2	1	1	3	1
SNP_A-1723597	-0.016490	0.027588	-0.061958	2	1	1	2	2
SNP_A-1728870	0.281217	0.000000	0.000000	2	0	0	1	1
SNP_A-1669946	0.015358	0.593616	-1.672538	2	1	1	3	1
SNP_A-1708099	-0.173935	0.000000	0.000000	2	0	0	1	1
SNP_A-1716798	0.134792	0.000000	0.000000	2	1	1	3	1
SNP_A-1701872	0.041513	0.046119	0.036891	2	1	1	2	2
SNP_A-1697748	0.013104	0.734044	-1.394708	2	1	1	1	1
SNP_A-1699138	0.052860	0.656305	-1.100526	2	1	1	3	1
SNP_A-1750020	-0.071940	0.399593	-1.558427	2	3	0	3	1
SNP_A-1646481	0.109976	0.000000	0.000000	2	0	0	3	1
SNP_A-1701882	-0.197707	-0.114213	-0.286332	2	1	1	2	2
SNP_A-1701982	-0.199124	-0.090461	-0.316642	2	1	1	2	2
SNP_A-1749896	0.338999	1.136182	-0.915308	2	1	1	1	1
SNP_A-1750090	0.130077	0.000000	0.000000	2	0	0	3	1
SNP_A-1714480	-0.192052	0.383664	-1.701565	2	1	1	3	1
SNP_A-1649717	-0.640461	0.379436	-1.411248	2	1	1	3	1
SNP_A-1703834	-0.004521	0.000000	0.000000	2	1	1	3	1
SNP_A-1695724	-0.304290	-0.100546	-0.541615	2	1	1	2	2
!sample_table_end
